alias_name,canonical_name,record_type,conferences,raw_names,source_files,notes
calvin ye,,output,2021MND,Calvin Ye,outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_00_55_chunk1.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_16_39.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk2.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk3.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk4.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk5.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_16_28_AM.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_24_29_AM_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_12_10_03_PM_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_12_10_03_PM_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_13_06.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk6.json,
elizabeth bese,,output,2021MND,Elizabeth Bese,outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S10/bot1_2021_04_23_13_12_57_chunk7.json,
elizabeth bross,,output,2021MND,Elizabeth Bross,outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S2/bot1_2021_04_23_11_15_35_chunk7.json,
flavio fritch,,output,2021MND,Flavio Fritch,outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk1.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk2.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk3.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk4.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk5.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk6.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk7.json | outputs/2021MND/output_2021_04_22_MND_S1/Bot1_2021_04_22_13_00_44_chunk8.json,
jay sung,,output,2021MND,Jay Sung,outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S13/botB1_2021_04_23_13_14_18_chunk7.json,
john paul yu,,truth,2021MND,John-Paul Yu,analysis_v1/data/2021MND/2021MND_outcome.json,
jp yu,,output,2021MND,JP Yu,outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S12/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk7.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_16_54.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S3/bot2_Zoom_Meeting_Room_2_2021_04_23_11_18_13_chunk6.json,
kaixiong ye,,truth,2021MND,Kaixiong Ye,analysis_v1/data/2021MND/2021MND_outcome.json,
michael d burton,,output,2021MND,Michael D. Burton,outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S9/Bot_5_Zoom_Meeting_4_23_2021_1_22_30_PM_chunk6.json,
pam chang,,output,2021MND,Pam Chang,outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S6/botB2_2021_04_23_11_17_00_chunk7.json,
stephanie collonga,,output,2021MND,Stephanie Collonga,outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S5/botB1_2021_04_23_11_17_35_chunk7.json,
zonggi xia,,output,2021MND,Zonggi Xia,outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_13_06.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk1.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk2.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk3.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk4.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk5.json | outputs/2021MND/output_2021_04_23_MND_S16/Zoom_Meeting_Room_6_2021_04_23_13_20_22_chunk6.json,
elizabeth weiss,,output,2021MND | 2022MND,Elizabeth Weiss,outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_00_55_chunk1.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_16_39.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk2.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk3.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk4.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk5.json | outputs/2021MND/output_2021_04_22_MND_S8/Zoom_Meeting_Room_6_2021_04_22_13_18_39_chunk6.json | outputs/2021MND/output_2021_04_23_MND_S1/Bot_5_Zoom_Meeting_4_23_2021_11_16_28_AM.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk1.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk2.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk3.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk4.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk5.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk7.json | outputs/2022MND/output_2022_04_07_MND_S6/BotB5_2022_04_07_12_37_34_chunk8.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk1.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk2.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk3.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk4.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk5.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk6.json | outputs/2022MND/output_2022_04_08_MND_S5/BotB5_2022_04_08_10_54_31_problem_7min30sec_10min_chunk7.json,
adela oliva chavez,,output,2021MZT,Adela Oliva Chavez,outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S4/B4_2021_10_01_11_04_24_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S5/B5_2021_10_01_11_04_33_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S8/B2_Zoom_Meeting_Room_2_2021_10_01_13_12_15_chunk7.json,
adela s oliva chavez,,truth,2021MZT,Adela S Oliva Chavez,analysis_v1/data/2021MZT/2021MZT_outcome.json,
arshad mehta,,output,2021MZT,Arshad Mehta,outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk2.json,
avery e strait,,truth,2021MZT,Avery E. Strait,analysis_v1/data/2021MZT/2021MZT_outcome.json,
avery strait,,output,2021MZT,Avery Strait,outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S2/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_1_chunk8.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk6.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk7.json | outputs/2021MZT/output_2021_09_30_MZT_S7/MZT_1_2_chunk8.json,
becky smith,,output,2021MZT,Becky Smith,outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S10/B4_2021_10_01_13_11_56_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json | outputs/2021MZT/output_2021_10_01_MZT_S9/B3_2021_10_01_13_12_21_chunk7.json,
brenda marilyn rubenstein,,truth,2021MZT,Brenda Marilyn Rubenstein,analysis_v1/data/2021MZT/2021MZT_outcome.json,
brenda rubenstein,,output,2021MZT,Brenda Rubenstein,outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S3/B3_2021_09_30_12_56_36_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S11/B5_2021_10_01_13_12_03_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_5_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S13/MZT_3_6_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk10.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk7.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk8.json | outputs/2021MZT/output_2021_10_01_MZT_S3/B3_2021_10_01_11_04_47_chunk9.json,
claudia herrera,,output,2021MZT,Claudia Herrera,outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk1.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk2.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk3.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk4.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk5.json | outputs/2021MZT/output_2021_09_30_MZT_S4/B4_2021_09_30_13_05_04_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.1_Zoom_Meeting_Room_1_2021_10_01_11_04_18.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.2_Zoom_Meeting_Room_1_2021_10_01_11_07_45.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk1.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk2.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk3.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk4.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk5.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk6.json | outputs/2021MZT/output_2021_10_01_MZT_S1/B1.3_Zoom_Meeting_Room_1_2021_10_01_11_09_03_chunk7.json,
claudia p herrera,,truth,2021MZT,Claudia P Herrera,analysis_v1/data/2021MZT/2021MZT_outcome.json,
