folder,file,speaker,timestamp,transcript,speaking duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interuption,overlap,screenshare,screenshare_content,annotations
2021ABI/output_2021_05_21_ABI_S9,bot1_2021_05_21_13_08_36/bot1_2021_05_21_13_08_36_chunk3.json,Lingyan Shi,04:47-07:22,"Well, um yes, I think one application it's already uh being conducting in hospital with SRS, the stimulated Raman scattering microscopy is to uh really separate those cancer cell from the normal normal tissue. For example, the the brain tumor case. So for the brain tumor removal, the surgeon will just take take out the just open the skull and take out the brain tumor and they usually will do assess on that scar wall inside the brain to to see if there is any tumor cell left inside the brain. So the traditional or conventional way is to just take a little very little tiny piece out and do the histology image H and E staining to to check if the cell uh are all brain cells and there is no tumor cells left inside. So then we can close the skull and wake up the patient. But usually it takes the conventional method usually takes too long and maybe a few hours. So the the patient will be under anesthesia for a few hours waiting for the results. But now um since SRS allow us to visualize the protein and the lipids very rapidly. for example I I take like five minutes to take the image when you have that piece of tissue and immediately you have the digital H and E like mimic H and E and the pathologist can look at the H and E image in a few minutes and determine if there is tumor cell left or not. So it saves a few hours and the the patient can be wake up very soon um not they they don't need to be under anesthesia for that that long. So it's kind of protecting the brain. Also it's it's a biopsy. It's a it's a diagnostic biopsy um during the clinical clinical period. So I think that types of like fast rapid diagnostic molecular level determination based on the imaging technology such as SRS may uh be helpful. That is just one example.",155,0,20,0,0,Pointing,No,No,No,None,"[{'provide supporting evidence': 'Lingyan describes a specific application of SRS in hospitals for differentiating cancer cells from normal tissue during brain tumor removal, providing a real-world example to support the idea of using metabolic imaging for diagnostic purposes, which was brought up by Matt and Kevin.'}, {'explain or define term or concept': 'Lingyan explains the traditional method of histology image H and E staining and compares it to SRS, clarifying the process for the group.'}]"
2021ABI/output_2021_05_21_ABI_S9,bot1_2021_05_21_13_08_36/bot1_2021_05_21_13_08_36_chunk3.json,Matt Bogyo,04:08-04:46,"So do do people know currently for like what's I mean, I know mass spec is being used as an imaging technique and that's good for small metabolites, but um obviously it has limitations because you have to process samples in a very specific way. Um yeah, I guess the question is, you know, how do you integrate those technologies into something that's a reasonable diagnostic workflow for for like a clinical specimen or we talking about samples that would be biopsied or where where do you guys see the application in metabolic profiling.",38,0,0,0,0,None,No,No,No,None,"[{'explain or define term or concept': 'The speaker explains that mass spec is being used as an imaging technique and is good for small metabolites, but has limitations because of sample processing requirements.'}, {'ask clarifying question': 'The speaker asks how to integrate technologies into a reasonable diagnostic workflow for a clinical specimen, or if the discussion is about samples that would be biopsied, seeking clarity on the application of metabolic profiling.'}]"
2021MZT/output_2021_10_01_MZT_S9,B3_2021_10_01_13_12_21/B3_2021_10_01_13_12_21_chunk4.json,"Bethany McGregor, USDA: ARS",00:54-01:30,"Just to to answer one of your original questions about data availability for vector borne diseases, the CDC has a pretty good network um, called Arbonet where people all over the country can send in arboviral data from pools. Um, and I think they also get human data and you can request those data um, from the Arbonet people. So, um, but the problem you run into is it's very biased collections because it's just wherever there's a lot of collecting going on and it doesn't give you a full picture of all of the disease transmission going on in the country. So.",36,1,0,10,0,None,No,No,Yes,The screen share is active but the content is not visible.,"[{'provide supporting evidence': ""Bethany provides information about the CDC's Arbonet network as a source of data for vector-borne diseases, which supports the discussion about data availability.""}, {'offer constructive criticism': ""Bethany points out that the Arbonet data is biased due to collection efforts being concentrated in specific areas, which is a critique of the data's representativeness.""}]"
2021MZT/output_2021_10_01_MZT_S9,B3_2021_10_01_13_12_21/B3_2021_10_01_13_12_21_chunk4.json,Gonzalo Vazquez-Prokopec (Emory),01:30-02:38,"So sorry, just to add to that, um, I remember having some exercises at some point looking at pandemic threats and and and we had issues on on Rift Valley fever as a potential uh threat to the US and at the same time we had the issue of how are we going to be looking at something that will be will be moving in cattle and we don't know how cattle move in the US because there is a siloed source of data for which we cannot access, right? And and in these you know high level discussions it almost felt like it was a barrier more than a great idea. Uh and I think you know that's crucial because you know zonatic pathogen, especially if you are looking now at agricultural pathogens too and vector borne, you really have to have not only the public health surveillance which is in a way uh improving but also how do we link these two bubbles. And I and I believe that there is core interest in both public health and and and you know agricultural health of why we should need to integrate data sources, you know?",68,2,10,10,0,Open Palms,No,No,Yes,The screen share is active but the content is not visible.,"[{'expand on existing idea': 'Gonzalo builds on the previous discussion about data availability and barriers to success in surveillance, adding a specific example of difficulties accessing cattle movement data in the US related to Rift Valley fever.'}, {'provide supporting evidence': 'Gonzalo supports the idea of data integration by providing the example of Rift Valley fever and the challenges of tracking cattle movement due to siloed data sources, highlighting the need to link public health and agricultural health data.'}, {'present new idea': 'Gonzalo presents the idea of integrating public health and agricultural health data sources to improve surveillance of zoonotic and agricultural pathogens, which has not been explicitly mentioned before.'}]"
2021MZT/output_2021_10_01_MZT_S9,B3_2021_10_01_13_12_21/B3_2021_10_01_13_12_21_chunk4.json,Sen Pei (Columbia),02:55-04:15,"It's all right. I mean I I think you know from a perspective modeling work, I think it's very important to have data on the exposure history which related to how how the animal move around and how people interact with those animals. And and oftentimes we don't have those data in the same place. Maybe we have human movement data uh to study human diseases. We may have some um animal movement data uh to study like uh animal diseases, but I I think sometimes we don't have the combined exposure history or likelihood of that. And uh, you know, I we have done some works uh on uh antimicrobial resistant pathogens in hospital settings.",80,0,10,0,0,None,No,No,Yes,The screen share is active but the content is not visible.,"[{'expand on existing idea': 'This utterance builds upon the previous discussion about data availability and integration by emphasizing the importance of exposure history data, particularly animal movement and human-animal interaction data, for modeling work, which expands on the challenges of data silos mentioned earlier.'}, {'provide supporting evidence': 'The speaker supports the need for combined exposure history data by mentioning their work on antimicrobial-resistant pathogens in hospital settings, implying that similar data integration challenges exist in that context.'}]"
2021MND/output_2021_04_23_MND_S6,botB2_2021_04_23_11_17_00/botB2_2021_04_23_11_17_00_chunk5.json,Jeff Thompson,00:02-00:24,I'll chime in a little bit on this. There is also um so there's subsets of endocrine cells in the gut that are known to form sort of synapse like structures with sensory afference.,22,0,0,0,0,None,No,Yes,No,None,"{'expand on existing idea': 'Jeff Thompson is adding information about endocrine cells in the gut forming synapse-like structures with sensory afferents, which builds upon the previous discussion about the gut-brain axis and neuronal connections.'}"
2021MND/output_2021_04_23_MND_S6,botB2_2021_04_23_11_17_00/botB2_2021_04_23_11_17_00_chunk5.json,Jeff Thompson,07:39-08:02,"But then something that's more systemic, maybe it's it's actually just the cytokines that are passing through the blood or signaling through the blood brain barrier or cell invasion, immune cell invasion um that's triggered by those systemic inflammatory events. And I think there's examples of different versions of this happening in different models.",23,0,0,0,0,None,No,No,No,None,"{'expand on existing idea': 'Jeff Thompson is expanding on the previous discussion about peripheral neuroinflammation and systemic dissemination of microbes by suggesting that cytokines passing through the blood, signaling through the blood-brain barrier, or immune cell invasion could be the systemic factors potentiating outcomes in the brain.', 'provide supporting evidence': 'Jeff Thompson supports his idea by stating that there are examples of different versions of this happening in different models, suggesting that this is based on existing research.'}"
2021MND/output_2021_04_23_MND_S6,botB2_2021_04_23_11_17_00/botB2_2021_04_23_11_17_00_chunk5.json,Michael Coleman-Hicks,02:03-02:21,"Uh yeah, so so first and for I was going to say um so the idea of a of a of a microbe, you know, traveling um through through a cell or living in a cell is, you know, we we know this in in viruses obviously, right?",18,0,0,0,0,Open Palms,No,No,No,None,"{'expand on existing idea': 'Michael is expanding on the existing discussion about how microbes interact with the nervous system, drawing a parallel to how viruses behave within cells, which is relevant to the discussion about bacteria potentially traveling through cells.'}"
2021MND/output_2021_04_23_MND_S9,Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM/Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM.json,Robert Bryan Jr,00:44-01:34,"Um, so let's start uh with introducing ourselves. Um, again, I'll start. I'm Bob Bryan, professor uh at Baylor College of Medicine. And my interest is is in the gut brain axis and uh if you were here yesterday, you saw I was doing some stroke studies. But in addition to that, I've been doing studies with hypertension, uh, obstructive sleep apnea induced hypertension, cerebral small vessel disease or or vascular dementia. And we're finding uh the gut microbiome to have important roles in all of this.",50,0,0,0,0,None,No,No,No,None,"{'explain or define term or concept': 'The speaker defines his role as a professor at Baylor College of Medicine and his research interest in the gut-brain axis, providing context for his expertise.', 'present new idea': ""The speaker introduces his research on the gut microbiome's role in hypertension, sleep apnea-induced hypertension, cerebral small vessel disease, and vascular dementia, which are new topics in the conversation.""}"
2021MND/output_2021_04_23_MND_S9,Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM/Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM.json,Michael D. Burton (UTD),03:49-04:16,"Hello, so I'm Michael Burton. I'm uh assistant professor uh and I am an I guess uh a neuroscientist where we look at the interaction between the nervous system um and the brain and so communication from the periphery to the brain. So kind of up my alley in the context of how you have um interactions or communication from the gut to the brain. So pretty excited about the conversation.",27,0,0,0,0,None,No,No,No,None,"{'explain or define term or concept': 'The speaker defines their role as a neuroscientist who studies the interaction between the nervous system and the brain, specifically communication from the periphery to the brain.', 'express enthusiasm': 'The speaker expresses excitement about the conversation, indicating their interest in the topic.'}"
2021MND/output_2021_04_23_MND_S9,Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM/Bot_5_Zoom_Meeting_4_23_2021_1_13_23_PM.json,Lawrence David (Duke University),04:45-05:06,"I'm Lawrence David. I'm at Duke University and down the street from Flavio. Uh, our lab works on diet based uh modulation of the gut microbiome and we have a growing interest in um gut brain and recently did a dietary intervention around a prebiotic trial and seeing its impact on behavior and cognition.",21,0,100,0,0,None,No,No,No,None,"{'explain or define term or concept': ""The speaker is defining their lab's area of expertise, which involves diet-based modulation of the gut microbiome and its impact on the gut-brain axis."", 'expand on existing idea': ""The speaker expands on their lab's work by mentioning a recent dietary intervention involving a prebiotic trial and its effects on behavior and cognition, building upon the initial introduction of their lab's focus on diet-based modulation of the gut microbiome."", 'present new idea': 'The speaker presents the new idea of a dietary intervention around a prebiotic trial and its impact on behavior and cognition, which is a specific project within their broader research area.'}"
2021SLU/output_2021_06_11_SLU_S13,Zoom_Meeting_6_11_2021_1_02_20_PM/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json,Stephanie Olson (Purdue University),00:00-00:22,"section perspective is diversity good or bad? Like if everybody's kind of doing the same thing is life easier to detect, whereas if you have a diverse community where people are eating other people's waste products, that may be any kind of bad news, even though we would think that that's good and healthy here on earth.",22,1,18,31,0,Open Palms,No,No,No,None,"{'present new idea': ""Stephanie introduces the novel concept of questioning whether diversity is good or bad from a life detection perspective, which hasn't been discussed before."", 'explain or define term or concept': 'Stephanie explains the concept of diversity in the context of life detection, contrasting a scenario where organisms perform similar functions with one where they have diverse metabolic interactions.', 'ask clarifying question': 'Stephanie is asking whether diversity is good or bad for life detection, seeking clarification on its impact.'}"
2021SLU/output_2021_06_11_SLU_S13,Zoom_Meeting_6_11_2021_1_02_20_PM/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json,Jeffrey Marlow (Boston University),00:32-00:54,"Yeah, I mean in in terms of what's observable then yeah, maybe less diversity is easier to find because as you just said, um not consuming the waste products as easily.",22,0,50,0,0,None,No,No,No,None,"[{'expand on existing idea': ""This utterance builds upon Stephanie Olson's idea about whether diversity is good or bad for detecting life, adding that less diversity might be easier to find because waste products are not consumed as easily, thus expanding on the previous idea.""}]"
2021SLU/output_2021_06_11_SLU_S13,Zoom_Meeting_6_11_2021_1_02_20_PM/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk3.json,Leslie Rogers (UChicago),06:30-07:15,"As the astronomer in the room, I guess when I think about extremes of habitability, I am more thinking in the kind of more absolute sense and maybe it it depends on exactly what type of scenario you're considering, but like if I'm trying to evaluate whether kind of for a given kind of interior structure or evolution calculation of a model that I'm calculating whether some region within the planet might be habitable, I want to know kind of the absolute extremes in like pressure, temperature, salinity, pH or like composition where any life might survive.",45,0,0,0,0,Open Palms,No,No,No,None,"{'expand on existing idea': ""Building on the discussion about defining 'extreme' and whether it's relative or absolute, the speaker expands on the idea of absolute extremes of habitability, particularly in the context of evaluating planetary habitability."", 'explain or define term or concept': ""The speaker explains their perspective on 'extremes of habitability' from an astronomer's point of view, focusing on absolute limits of environmental factors like pressure, temperature, salinity, pH, and composition."", 'provide supporting evidence': 'The speaker supports their perspective by mentioning the context of evaluating planetary habitability based on interior structure or evolution models, which requires knowing the absolute extremes where life might survive.'}"
2021SLU/output_2021_06_11_SLU_S13,Zoom_Meeting_6_11_2021_1_02_20_PM/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk8.json,Christopher Hamilton,02:05-02:54,"Yes, um the other point that I scribbled at one point much earlier on in the discussion is that the time is a critical factor. and I I think that when we think about habitability in extreme environments, it is useful to think about time as a component of an extreme environment. either when in a planet's history or the potential intervals between uh particularly in a planet that's undergoing a periodic or an oscillatory state where it moves from ice house to relatively favorable greenhouse, something has to be able to potentially survive that transition and so time um or dormancy or is actually a component of of habitability. It's not just the environment now but the time between those environments.",49,0,0.1,0,0,Open Palms,No,No,No,None,"[{'expand on existing idea': 'Christopher expands on his earlier comment about the rate of change in extreme environments by emphasizing the importance of time as a critical factor in habitability, particularly in planets undergoing periodic or oscillatory states.'}]"
2021SLU/output_2021_06_11_SLU_S13,Zoom_Meeting_6_11_2021_1_02_20_PM/Zoom_Meeting_6_11_2021_1_02_20_PM_chunk8.json,Christopher Hamilton,01:00-01:52,"So aquifer being water, absolutely not. Um aquifer being composed of sulfur that um is behaving as a fluid in the subsurface much like terrestrial aquifers do with water. Yes. Um but but for the most part the indication is IO is bone dry. And I think it would be a pretty remarkable series of uh events that would allow uh IO's subsurface to remain active today. Possible, but probably very unlikely. The key point I was making is that IO could have been habitable at an earlier time when it wasn't the hellish world it is now or it could be habitable in a future time to something else that favors energy over an otherwise hostile environment.",52,1,0.25,0,0,Open Palms,No,No,No,None,"[{'reject idea': {'Explanation': 'The speaker rejects the idea of an aquifer being water on IO, contrasting it with the possibility of sulfur-based aquifers.'}}, {'present new idea': {'Explanation': 'The speaker presents the idea that IO could have been habitable in the past or could be habitable in the future, which is a new concept in the discussion.'}}]"
2021MND/output_2021_04_23_MND_S4,bot3_Zoom_Meeting_2021_04_23_11_16_26/bot3_Zoom_Meeting_2021_04_23_11_16_26_chunk3.json,Linnea Freeman,00:00-00:45,just the data out there that very simply says diversity of the microbiome can correlate with less activation of microglia. But just to connect that with what we're saying here and and definitely the conversation yesterday was like what is diversity? What does that even matter? Like what's going on? But I'm wondering about is it cytokines that are released from microbiome? Is it neurotransmitters? Is it both? Like what are can we take that one more step to think about why diversity within the microbiome has some relation to how microglia are going to react. That's just one of the cell types.,45,0,50,0,0,None,No,No,No,None,
2021MND/output_2021_04_23_MND_S4,bot3_Zoom_Meeting_2021_04_23_11_16_26/bot3_Zoom_Meeting_2021_04_23_11_16_26_chunk3.json,Noah Palm,02:17-03:24,"I mean, conceptually to me these are like very they're almost opposite ends of the spectrum in terms of how the cellular systems were designed, right? These are, you know, neurons are are fixed non non dispensable cells and immune cells are motile uh um factories that are highly dispensable and highly plastic in terms of expansion and contraction. And so, you know, they seem to be kind of like the whole systems even though we we I think people like this nervous system and immune system are related, the only way they're really related is that they both have a complexity of receptor expression uh communication, etcetera. Other than that, they're kind of like designed to do completely different things.",67,0,70,0,0,Open Palms,No,No,No,None,
2021MND/output_2021_04_23_MND_S4,bot3_Zoom_Meeting_2021_04_23_11_16_26/bot3_Zoom_Meeting_2021_04_23_11_16_26_chunk3.json,Noah Palm,08:47-09:27,"So it's it's the it's in the area postrema and all this, you know, the vomiting or nausea, sickness behavior and it's that region of the brain that's not behind the that's another important thing is not behind the blood brain barrier, right? So that's, you know, in terms of regionallity, I think that's really key in terms of what neurons actually are able to sense some of these signals. I don't know if there's any blood brain barrier expert on this call, but I've yeah, it's probably fascinating then to think about what happens if you have defects in that barrier and you end up getting now some of these signals actually making it pass, you know, not not to these specialized regions of the brain, but actually to the.",40,0,0,0,0,Open Palms,No,No,No,None,
2021MND/output_2021_04_23_MND_S13,botB1_2021_04_23_13_14_18/botB1_2021_04_23_13_14_18_chunk4.json,Elizabeth Bess,08:58-09:37,"Yeah, yes. So what the the thought is is we make an assumption in the field that iron is mostly in the reduced state in the gut because the gut is a reducing environment, but um but there are times when there is more iron three, the oxidized form, which could happen through inflammation, um through you know production of Ross or nitric oxides. You see, um but yeah, bacteria do secrete siderophores in uh the the microbiome. The human also secretes enzymes to capture uh iron three, reduce it to iron two so that it can be brought inside of cells. But I think we have a poor understanding of the dynamics of that.",39,0,0,0,0,None,No,No,No,None,"{'expand on existing idea': ""Elizabeth is expanding on Jae Sung's question about siderophores by explaining the assumption that iron is mostly in a reduced state in the gut, but that oxidized forms can exist due to inflammation or other factors."", 'explain or define term or concept': 'Elizabeth explains that iron three is the oxidized form of iron, clarifying the different oxidation states of iron in the context of the gut microbiome.', 'provide supporting evidence': 'Elizabeth provides supporting evidence that bacteria secrete siderophores in the microbiome and that humans secrete enzymes to capture iron three and reduce it to iron two.'}"
2021MND/output_2021_04_23_MND_S13,botB1_2021_04_23_13_14_18/botB1_2021_04_23_13_14_18_chunk4.json,Jae Sung,08:37-08:57,"Elizabeth, um, do you do you know if um micro microbes uh they secrete like siderophores in the in the gut in in the gut environment? I know it happens in soil, but like is there a lot of insoluble iron in the gut that microbes can kind of sense and be like, hey, I'm going to send out these siderophores to mine for us. Does does that happen?",20,0,0,0,0,None,No,No,No,None,"{'ask clarifying question': 'Jae Sung is asking Elizabeth if microbes secrete siderophores in the gut environment to mine for insoluble iron, seeking clarification on this process.'}"
2021MND/output_2021_04_23_MND_S13,botB1_2021_04_23_13_14_18/botB1_2021_04_23_13_14_18_chunk4.json,Mark Mimee,00:08-00:46,"I mean, I think more and more people are looking at the metabolome as as an output for a variety of diseases, either in a targeted way, looking at, you know, are there amino acids or short chain fatty acids or bile acids, or there's some efforts to do untargeted metabolomics, but obviously that's really difficult and at least in clinical trials that are starting to get more and more integrated because there's been this appreciation that, yeah, knowing the catalog of the bugs that's there is maybe a little bit predictive of what's going on, but it definitely doesn't show the full picture. So looking at the transcriptional profile or the metabolomic profile, that might be a little bit more informative for for what's occurring.",38,0,0,0,0,None,No,No,No,None,"{'expand on existing idea': ""Mark expands on Tom's idea about precision medicine, adding that people are increasingly looking at the metabolome as an output for diseases, both in targeted and untargeted ways, to get a more complete picture than just knowing the catalog of bugs."", 'provide supporting evidence': 'Mark supports his statement by mentioning that clinical trials are starting to integrate metabolomics more and more, indicating an appreciation for its informative value beyond just knowing the catalog of bugs.'}"
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00_chunk3.json,remibouteille,03:20-03:55,"I mean, you know, it's back to the the radiative uh forcing graph that we talked about, right? Every this has become a CO2 conversation. And so everybody's missing methane. And that's the first level and the second level. So, you know, like there's like three people focused on methane in terms of removal and capture. Uh the second level is that when you project climate change going forward, you get a lot of methane release from natural systems. It's not just permafrost. It's a lot of other natural sources.",35,0,0,0,0,None,No,No,Yes,The screen shows a document with text. No changes are made to the content during this segment.,"[{'present new idea': 'The speaker introduces the idea that the focus on CO2 is overshadowing the importance of addressing methane, which is a novel point in the immediate context of discussing electrochemical transformations.', 'provide supporting evidence': 'The speaker supports the idea that methane is being missed by mentioning the radiative forcing graph and the projection of methane release from natural systems, providing evidence for the importance of methane.', 'express frustration': 'The speaker expresses frustration that the conversation has become too focused on CO2, implying that the importance of methane is being overlooked.'}]"
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00_chunk3.json,Venkat Viswanathan (CMU),01:07-01:27,"Yeah, but but I think there are there are uh like if you if I mean, I think this is where maybe there's a gap because the material doesn't exist because what you really want is if you go all the way, right, as you said, right, if you go low temperature, you can't do anything with methane, high temperature, you go all the way to CO2.",20,0,0,0,0,Raising Hand,No,No,Yes,The screen shows a document with text. No changes are made to the content during this segment.,"[{'expand on existing idea': ""Venkat is expanding on Jenny's point about the difficulty of methane conversion, suggesting that the problem might be the lack of suitable materials for specific temperature ranges, building on the discussion about methane conversion.""}]"
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_52_00_chunk3.json,Jenny Yang (UC Irvine),00:23-00:48,"In my knowledge of it, it's it's very difficult to do it selectively uh to anything useful. It's not too bad to get it down to CO2, but then you could just burn it. I mean, that's equivalent basically. So trying to do something more useful with it. I mean, that's like a holy grail in chemistry. How do we selectively get methane to something useful like methanol. Um",25,0,12,0,0,None,No,No,Yes,The screen shows a document with text. No changes are made to the content during this segment.,"[{'explain or define term or concept': 'Jenny explains that converting methane selectively to something useful is a major challenge in chemistry, clarifying the difficulty of the task Jordi asked about.'}]"
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32_chunk2.json,Jordi Cabana (UIC),07:03-07:31,"So that's where you seem to be gravitating toward. You you I I I sense a a nexus of complexity. You know, you want complexity, right? You, you know, cascade reactions, you're talking about uh, you know, hybrid driving forces, uh, you know, sequent sequential reactions.",28,0,0,0,0,None,No,Yes,Yes,The screen shows a document with text. The document appears to be a list of questions or topics for discussion. No changes are made to the content during the segment.,
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32_chunk2.json,Jenny Yang (UC Irvine),02:24-02:51,"area directly in heterogeneous catalysis, but sort of uh related to what she said. I thinking about electro architectures. Um, something that I thought was intriguing, um, is that using nano structures can generate um different local electric fields or uh environments at an electrode surface, which might be able to induce different reactivity. And I don't know that that's well understood at this point.",27,0,0,0,0,None,No,No,Yes,The screen shows a document with text. The document appears to be a list of questions or topics for discussion. No changes are made to the content during the segment.,
2020NES/output_2020_11_06_NES_S10,4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32/4_frontiers_in_echem_Zoom_Meeting_2020_11_06_12_23_32_chunk2.json,Shu Hu,01:08-01:41,"Um, for example, also, in terms of photocatalysis, and not photoelectrocatalysis. And, uh, photocatalysis means you are generating, uh, reducing at the same liquid interface.",33,0,0,0,0,None,No,Yes,Yes,The screen shows a document with text. The document appears to be a list of questions or topics for discussion. No changes are made to the content during the segment.,
2021MND/output_2021_04_23_MND_S12,bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk1.json,Courtney Robinson,06:16-07:21,"Hi, my name is Courtney Robinson. I'm an associate professor of biology at Howard University in Washington DC. And I'm a microbial ecologist. Most of my work is in environmental systems. So I'm interested in um micro interactions in uh insects. And then I'm also interested in things like iodine transformation in soil systems. And the thing that brings me to this group is our work looking at the role of Rexin in uh gut micro uh interactions and at that level.",65,0,0,0,0,None,No,No,No,None,"[{'explain or define term or concept': 'Courtney is explaining her background and research interests, including her role as a microbial ecologist and her work on micro interactions in insects and iodine transformation in soil systems, to provide context for her participation in the group.'}]"
2021MND/output_2021_04_23_MND_S12,bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk1.json,Judith Eisen,09:45-10:01,"So uh diversity of messages that pass back and forth between the gut microbiome and the brain, whether they're unidirectional, bidirectional, uh whether they can be perturbed and whether",16,0,0,0,0,None,No,No,No,None,"{'explain or define term or concept': 'The speaker is defining the scope of the discussion by mentioning the diversity of messages between the gut microbiome and the brain, and whether they are unidirectional or bidirectional, setting the stage for further discussion.'}"
2021MND/output_2021_04_23_MND_S12,bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23/bot3_Room_3_Zoom_Meeting_2021_04_23_13_13_23_chunk1.json,Dave Durgan,05:43-06:15,"All right, I can go next. Um, my name is Dave Durgan. I'm at Baylor College of Medicine in Houston. Uh my background is in cardiovascular physiology. Uh my main interests are in development of hypertension. And so that and I've been looking uh over the last several years at the role of the micro uh biota as well as its metabolites uh and how they regulate host blood pressure. Uh much of this work has been done um in how they affect the vasculature but also how this affects blood pressure regulating nuclei in the brain.",32,0,0,0,0,None,No,No,No,None,"[{'explain or define term or concept': 'Dave is explaining his research interests, which involves the role of the microbiota and its metabolites in regulating host blood pressure, particularly how they affect the vasculature and blood pressure regulating nuclei in the brain.'}]"
2021MND/output_2021_04_23_MND_S15,Breakout_Room_4_Session_3_2021_04_23_13_13_06/Breakout_Room_4_Session_3_2021_04_23_13_13_06_chunk1.json,Wenling Wang,03:47-05:04,"Okay, I can start by introducing myself. Um, so I'm Wenching and uh I'm assistant professor um trained in chemical biology and um and protein engineer. Um, so our lab we are very interested in designing fluorescent sensors um to monitor signaling molecules and um such as those neurotransmitters. Um, and we're also designing nano bodies so on for um perturbing signalings as well or binding to certain kind of proteins. So I don't know that could be used for I guess in perturbing modulating the microbiome disrupting interactions and so on.",77,0,0.87,0,0,Open Palms,No,No,No,None,"{'explain or define term or concept': 'Wenling explains her background and research interests, including fluorescent sensors, signaling molecules, neurotransmitters, and nanobodies, to provide context for the group.', 'present new idea': ""Wenling introduces the idea of using her lab's expertise in fluorescent sensors and nanobodies for perturbing or modulating the microbiome, which is a new concept in the conversation.""}"
2021MZT/output_2021_09_30_MZT_S2,B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk1.json,Mark Wilber,03:18-03:52,"Yeah, I guess I was thinking of like so when you think about movement, I guess one of the reasons I'm really interested in movement is because of contact. You know, what does that mean for contact patterns between individuals when we think about movement. Um and so if you think about your like your simplest situation where you have individuals are sort of moving randomly in some area, we have a very predictable contact pattern that emerges from that. Um but we sort of we sort of realize that in some cases that's not how animals are actually moving. And so what what do those what do those contact patterns actually look like and how do they link back to movement? I guess that's kind of what I was saying.",34,0,0,0,0,Open Palms,No,No,No,None,"{'expand on existing idea': 'Mark is expanding on his previous idea about dimensions of movement relevant to disease, specifically focusing on contact patterns between individuals.', 'explain or define term or concept': 'Mark explains that he is interested in movement because of contact patterns, defining how movement relates to contact between individuals.', 'provide supporting evidence': 'Mark provides an example of how random movement leads to predictable contact patterns, supporting his point about the link between movement and contact.'}"
2021MZT/output_2021_09_30_MZT_S2,B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56/B2_Zoom_Meeting_Room_2_2021_09_30_12_55_56_chunk1.json,Avery Strait,05:03-05:31,"I was just going to say as far I mean interaction though, I think when you're modeling like for well just my example, uh brucelosis like a boarded calf. So that's not necessarily direct transmission, but it's directly related to where they are geostationally and the opportunity for contact between domestic animals and other wildlife animals in the spread across the area.",28,0,0,0,0,None,Yes,No,No,None,"{'provide supporting evidence': 'Avery provides an example of brucelosis and aborted calf to support the idea of interaction being important in modeling disease spread, building on the discussion about movement and disease.', 'expand on existing idea': 'Avery expands on the idea of interaction by providing an example of brucelosis and aborted calf, highlighting how it relates to the location and contact between domestic and wild animals, which builds on the previous discussion about contact patterns and movement.', 'explain or define term or concept': ""Avery explains the concept of interaction in the context of modeling disease spread by giving the example of brucelosis and aborted calf, clarifying that it's not necessarily direct transmission but related to location and contact.""}"
